order_id,customer_id,purchase_date
2360,183,2022-02-20
2361,65,2022-02-07
2362,195,2022-03-03
2363,22,2022-06-15
2364,39,2022-08-06
2365,196,2022-10-16
2366,72,2022-08-27
2367,107,2022-01-02
2368,154,2022-12-06
2369,117,2022-12-01
2370,94,2022-06-22
2371,171,2022-01-26
2372,75,2022-10-19
2373,120,2022-10-12
2374,195,2022-04-15
2375,150,2022-10-06
2376,58,2022-02-18
2377,23,2022-08-23
2378,163,2022-01-10
2379,167,2022-11-30
2380,36,2022-04-30
2381,115,2022-10-12
2382,145,2022-08-16
2383,56,2022-04-28
2384,38,2022-09-25
2385,188,2022-07-18
2386,122,2022-01-03
2387,205,2022-01-11
2388,22,2022-08-08
2389,71,2022-12-11
2390,190,2022-11-05
2391,52,2022-07-03
2392,82,2022-03-24
2393,191,2022-08-01
2394,212,2022-12-08
2395,81,2022-04-08
2396,108,2022-04-19
2397,125,2022-04-16
2398,10,2022-12-03
2399,227,2022-01-08
2400,176,2022-12-09
2401,180,2022-11-19
2402,154,2022-11-05
2403,67,2022-03-02
2404,6,2022-04-27
2405,197,2022-05-26
2406,125,2022-03-02
2407,118,2022-06-14
2408,226,2022-04-05
2409,146,2022-05-30
2410,133,2022-03-07
2411,191,2022-02-02
2412,86,2022-03-14
2413,103,2022-08-18
2414,42,2022-12-07
2415,202,2022-06-11
2416,232,2022-06-07
2417,52,2022-01-14
2418,179,2022-08-06
2419,139,2022-08-30
2420,44,2022-04-17
2421,121,2022-04-18
2422,185,2022-07-24
2423,113,2022-03-05
2424,147,2022-01-02
2425,224,2022-06-18
2426,118,2022-08-17
2427,223,2022-09-30
2428,38,2022-09-29
2429,212,2022-12-12
2430,211,2022-03-14
2431,67,2022-12-31
2432,174,2022-01-05
2433,143,2022-02-04
2434,221,2022-04-03
2435,199,2022-03-07
2436,228,2022-05-28
2437,163,2022-06-19
2438,81,2022-11-10
2439,223,2022-08-18
2440,122,2022-11-19
2441,147,2022-09-25
2442,145,2022-12-25
2443,193,2022-02-06
2444,51,2022-03-21
2445,105,2022-07-08
2446,194,2022-11-29
2447,95,2022-08-13
2448,196,2022-01-19
2449,7,2022-05-30
2450,60,2022-12-14
2451,216,2022-06-13
2452,169,2022-09-13
2453,132,2022-08-30
2454,169,2022-08-31
2455,113,2022-04-26
2456,91,2022-03-12
2457,119,2022-03-31
2458,70,2022-01-16
2459,121,2022-05-19
2460,94,2022-12-25
2461,115,2022-01-29
2462,72,2022-04-24
2463,196,2022-05-05
2464,100,2022-07-24
2465,165,2022-12-03
2466,157,2022-04-17
2467,168,2022-06-09
2468,18,2022-03-06
2469,92,2022-09-30
2470,45,2022-04-29
2471,149,2022-11-16
2472,33,2022-04-06
2473,183,2022-05-15
2474,18,2022-05-03
2475,146,2022-07-18
2476,203,2022-09-09
2477,73,2022-05-08
2478,41,2022-10-04
2479,214,2022-03-12
2480,163,2022-01-19
2481,85,2022-06-24
2482,229,2022-08-11
2483,175,2022-06-14
2484,164,2022-05-17
2485,169,2022-10-01
2486,6,2022-12-26
2487,85,2022-05-22
2488,155,2022-04-09
2489,103,2022-02-20
2490,229,2022-06-12
2491,110,2022-03-09
2492,147,2022-03-21
2493,92,2022-05-06
2494,4,2022-05-26
2495,127,2022-09-04
2496,93,2022-12-01
2497,191,2022-04-18
2498,197,2022-04-05
2499,100,2022-11-17
2500,58,2022-03-27
2501,162,2022-06-01
2502,180,2022-08-29
2503,84,2022-11-18
2504,153,2022-07-23
2505,88,2022-04-05
2506,219,2022-08-12
2507,86,2022-04-10
2508,31,2022-02-13
2509,52,2022-09-26
2510,75,2022-09-30
2511,7,2022-01-09
2512,137,2022-01-10
2513,89,2022-01-08
2514,222,2022-03-03
2515,99,2022-01-11
2516,50,2022-07-13
2517,175,2022-08-05
2518,224,2022-05-14
2519,168,2022-03-04
2520,119,2022-05-13
2521,202,2022-12-23
2522,131,2022-06-01
2523,171,2022-12-12
2524,197,2022-10-02
2525,138,2022-07-15
2526,13,2022-06-29
2527,12,2022-09-19
2528,108,2022-04-25
2529,117,2022-12-26
2530,188,2022-07-23
2531,91,2022-01-19
2532,222,2022-11-05
2533,119,2022-05-21
2534,56,2022-01-14
2535,57,2022-12-03
2536,50,2022-10-30
2537,93,2022-10-30
2538,125,2022-10-22
2539,174,2022-01-22
2540,91,2022-01-15
2541,38,2022-07-09
2542,44,2022-05-08
2543,103,2022-02-15
2544,99,2022-06-09
2545,226,2022-11-23
2546,62,2022-06-11
2547,57,2022-05-24
2548,176,2022-12-10
2549,116,2022-12-28
2550,162,2022-09-14
2551,188,2022-07-22
2552,51,2022-11-09
2553,142,2022-01-26
2554,70,2022-01-09
2555,53,2022-09-13
2556,120,2022-07-14
2557,16,2022-11-10
2558,214,2022-10-25
2559,140,2022-06-01
2560,213,2022-04-25
2561,144,2022-07-29
2562,123,2022-04-02
2563,47,2022-10-29
2564,17,2022-08-21
2565,210,2022-06-22
2566,194,2022-12-11
2567,233,2022-12-05
2568,185,2022-01-02
2569,67,2022-10-20
2570,112,2022-08-04
2571,11,2022-04-13
2572,1,2022-11-12
2573,178,2022-11-02
2574,221,2022-03-07
2575,73,2022-12-15
2576,106,2022-11-27
2577,54,2022-12-02
2578,196,2022-11-22
2579,49,2022-02-13
2580,229,2022-10-07
2581,142,2022-08-04
2582,95,2022-11-21
2583,173,2022-09-25
2584,138,2022-09-08
2585,22,2022-01-13
2586,145,2022-12-22
2587,119,2022-10-30
2588,27,2022-07-28
2589,109,2022-04-22
2590,75,2022-10-25
2591,95,2022-12-06
2592,35,2022-05-01
2593,117,2022-10-30
2594,140,2022-07-31
2595,93,2022-12-24
2596,178,2022-08-07
2597,137,2022-07-02
2598,3,2022-03-08
2599,170,2022-05-30
2600,44,2022-04-04
2601,52,2022-01-03
2602,81,2022-03-15
2603,121,2022-03-22
2604,102,2022-08-23
2605,144,2022-05-27
2606,93,2022-10-05
2607,217,2022-11-01
2608,213,2022-09-06
2609,95,2022-06-18
2610,232,2022-10-10
2611,69,2022-08-20
2612,173,2022-10-29
2613,14,2022-04-24
2614,112,2022-06-06
2615,184,2022-09-07
2616,45,2022-08-18
2617,44,2022-10-05
2618,224,2022-07-21
2619,7,2022-09-10
2620,191,2022-02-19
2621,58,2022-09-10
2622,115,2022-10-20
2623,215,2022-06-24
2624,69,2022-05-14
2625,197,2022-05-27
2626,125,2022-03-26
2627,106,2022-05-27
2628,228,2022-06-16
2629,68,2022-08-13
2630,58,2022-10-22
2631,161,2022-02-02
2632,74,2022-05-20
2633,112,2022-12-05
2634,153,2022-02-21
2635,102,2022-12-05
2636,156,2022-04-01
2637,231,2022-02-01
2638,217,2022-12-04
2639,176,2022-08-04
2640,41,2022-04-02
2641,3,2022-12-13
2642,17,2022-09-30
2643,216,2022-01-28
2644,164,2022-01-03
2645,233,2022-03-09
2646,180,2022-03-31
2647,5,2022-10-11
2648,44,2022-07-11
2649,201,2022-11-30
2650,218,2022-01-12
2651,26,2022-07-09
2652,151,2022-04-12
2653,212,2022-11-26
2654,192,2022-07-17
2655,8,2022-11-08
2656,224,2022-02-08
2657,206,2022-10-09
2658,232,2022-12-16
2659,88,2022-06-04
2660,66,2022-07-27
2661,103,2022-08-23
2662,210,2022-06-02
2663,135,2022-02-18
2664,152,2022-08-05
2665,128,2022-12-28
2666,90,2022-02-12
2667,132,2022-02-24
2668,183,2022-04-18
2669,184,2022-05-02
2670,99,2022-08-26
2671,208,2022-03-18
2672,229,2022-11-12
2673,92,2022-03-20
2674,126,2022-06-29
2675,5,2022-03-30
2676,42,2022-09-02
2677,54,2022-01-10
2678,76,2022-06-02
2679,167,2022-05-07
2680,85,2022-01-20
2681,213,2022-11-01
2682,143,2022-05-17
2683,149,2022-11-24
2684,173,2022-05-21
2685,231,2022-06-10
2686,194,2022-06-07
2687,51,2022-10-20
2688,146,2022-12-14
2689,201,2022-01-08
2690,120,2022-09-11
2691,83,2022-01-08
2692,30,2022-05-10
2693,82,2022-05-23
2694,198,2022-10-20
2695,68,2022-07-06
2696,201,2022-05-15
2697,140,2022-07-15
2698,117,2022-03-05
2699,51,2022-11-23
2700,186,2022-01-05
2701,85,2022-12-10
2702,207,2022-01-26
2703,170,2022-10-31
2704,74,2022-11-16
2705,16,2022-04-13
2706,46,2022-12-16
2707,129,2022-07-05
2708,118,2022-04-23
2709,204,2022-10-31
2710,1,2022-01-28
2711,154,2022-12-12
2712,113,2022-01-24
2713,98,2022-08-18
2714,4,2022-06-26
2715,211,2022-06-12
2716,183,2022-08-22
2717,213,2022-09-28
2718,148,2022-01-21
2719,177,2022-07-06
2720,9,2022-07-03
2721,193,2022-06-10
2722,168,2022-05-16
2723,127,2022-09-19
2724,226,2022-08-27
2725,140,2022-08-29
2726,163,2022-05-30
2727,117,2022-07-28
2728,76,2022-05-02
2729,228,2022-11-06
2730,14,2022-07-16
2731,160,2022-07-15
2732,200,2022-12-20
2733,198,2022-08-04
2734,21,2022-11-30
2735,81,2022-01-13
2736,58,2022-07-01
2737,68,2022-08-04
2738,28,2022-05-30
2739,214,2022-04-07
2740,211,2022-08-08
2741,129,2022-03-17
2742,55,2022-10-16
2743,106,2022-10-21
2744,50,2022-11-23
2745,17,2022-01-07
2746,70,2022-02-26
2747,95,2022-05-23
2748,76,2022-01-09
2749,203,2022-05-06
2750,198,2022-11-29
2751,210,2022-07-23
2752,233,2022-08-31
2753,86,2022-06-09
2754,183,2022-03-20
2755,98,2022-07-22
2756,10,2022-03-02
2757,9,2022-03-24
2758,196,2022-02-21
2759,231,2022-04-13
2760,114,2022-04-19
2761,168,2022-11-07
2762,123,2022-04-16
2763,76,2022-10-30
2764,159,2022-03-12
2765,71,2022-11-10
2766,67,2022-06-28
2767,52,2022-10-07
2768,89,2022-08-26
2769,101,2022-12-07
2770,19,2022-04-04
2771,42,2022-06-05
2772,103,2022-12-17
2773,210,2022-08-19
2774,73,2022-04-22
2775,31,2022-06-23
2776,17,2022-12-26
2777,21,2022-01-17
2778,115,2022-03-15
2779,209,2022-01-03
2780,226,2022-04-07
2781,134,2022-01-11
2782,111,2022-11-06
2783,96,2022-01-05
2784,17,2022-09-04
2785,86,2022-08-24
2786,116,2022-02-14
2787,198,2022-08-17
2788,169,2022-03-11
2789,138,2022-05-28
2790,31,2022-03-13
2791,228,2022-04-17
2792,121,2022-04-29
2793,99,2022-05-04
2794,162,2022-04-25
2795,224,2022-05-05
2796,139,2022-12-23
2797,41,2022-06-09
2798,82,2022-06-01
2799,79,2022-10-05
2800,130,2022-10-31
2801,161,2022-02-22
2802,65,2022-10-20
2803,47,2022-07-02
2804,132,2022-04-05
2805,98,2022-10-19
2806,66,2022-07-25
2807,31,2022-06-09
2808,39,2022-12-26
2809,173,2022-04-02
2810,208,2022-04-10
2811,191,2022-12-05
2812,233,2022-09-14
2813,148,2022-07-09
2814,16,2022-11-11
2815,137,2022-07-31
2816,176,2022-01-28
2817,16,2022-02-05
2818,109,2022-07-13
2819,18,2022-03-29
2820,163,2022-10-16
2821,104,2022-08-07
2822,48,2022-12-30
2823,225,2022-07-26
2824,160,2022-04-06
2825,36,2022-06-28
2826,222,2022-12-21
2827,162,2022-12-02
2828,79,2022-04-14
2829,132,2022-07-19
2830,83,2022-04-10
2831,190,2022-01-30
2832,169,2022-08-21
2833,9,2022-02-28
2834,131,2022-03-08
2835,60,2022-10-12
2836,160,2022-08-30
2837,147,2022-11-22
2838,8,2022-07-27
2839,39,2022-01-02
2840,28,2022-11-14
2841,145,2022-03-24
2842,9,2022-05-10
2843,6,2022-12-14
2844,72,2022-07-24
2845,135,2022-05-18
2846,154,2022-01-06
2847,126,2022-11-26
2848,13,2022-04-12
2849,166,2022-07-24
2850,82,2022-10-25
2851,53,2022-07-18
2852,188,2022-06-17
2853,227,2022-09-03
2854,170,2022-10-05
2855,82,2022-05-18
2856,30,2022-05-04
2857,226,2022-04-27
2858,166,2022-11-02
2859,14,2022-05-16
2860,30,2022-05-22
2861,211,2022-01-29
2862,149,2022-11-12
2863,189,2022-04-28
2864,78,2022-04-08
2865,79,2022-09-03
2866,77,2022-11-17
2867,116,2022-06-09
2868,185,2022-04-09
2869,78,2022-03-25
2870,14,2022-09-19
2871,126,2022-04-20
2872,171,2022-05-30
2873,95,2022-05-12
2874,56,2022-09-15
2875,48,2022-03-22
2876,43,2022-10-29
2877,192,2022-11-26
2878,76,2022-10-28
2879,13,2022-01-27
2880,56,2022-02-27
2881,73,2022-01-21
2882,168,2022-08-27
2883,194,2022-10-08
2884,18,2022-10-28
2885,29,2022-06-26
2886,130,2022-06-12
2887,66,2022-01-15
2888,4,2022-04-07
2889,31,2022-05-13
2890,149,2022-07-11
2891,50,2022-06-15
2892,230,2022-12-29
2893,228,2022-12-05
2894,109,2022-01-13
2895,21,2022-01-29
2896,231,2022-01-03
2897,99,2022-12-27
2898,162,2022-12-24
2899,227,2022-05-07
2900,113,2022-02-11
2901,12,2022-10-03
2902,178,2022-03-27
2903,94,2022-01-09
2904,50,2022-07-31
2905,29,2022-09-01
2906,115,2022-03-07
2907,13,2022-09-08
2908,155,2022-02-14
2909,73,2022-01-30
2910,189,2022-10-02
2911,41,2022-08-18
2912,159,2022-06-15
2913,76,2022-03-27
2914,166,2022-07-02
2915,190,2022-08-27
2916,110,2022-02-20
2917,13,2022-08-19
2918,162,2022-02-17
2919,96,2022-11-30
2920,144,2022-08-29
2921,15,2022-02-08
2922,183,2022-05-16
2923,183,2022-11-28
2924,114,2022-05-23
2925,70,2022-11-14
2926,168,2022-04-03
2927,10,2022-07-03
2928,164,2022-03-05
2929,178,2022-03-27
2930,22,2022-11-02
2931,48,2022-04-07
2932,233,2022-05-20
2933,185,2022-03-08
2934,205,2022-01-08
2935,36,2022-01-30
2936,25,2022-11-15
2937,78,2022-12-01
2938,142,2022-06-06
2939,23,2022-12-25
2940,7,2022-03-04
2941,153,2022-08-21
2942,205,2022-12-21
2943,181,2022-08-05
2944,26,2022-11-21
2945,108,2022-09-05
2946,31,2022-07-01
2947,57,2022-11-19
2948,221,2022-05-30
2949,148,2022-04-23
2950,157,2022-01-06
2951,34,2022-01-25
2952,16,2022-08-13
2953,198,2022-07-05
2954,212,2022-09-19
2955,89,2022-08-29
2956,210,2022-07-19
2957,101,2022-02-09
2958,55,2022-02-16
2959,123,2022-07-04
2960,78,2022-04-26
2961,90,2022-12-06
2962,101,2022-05-28
2963,18,2022-06-08
2964,116,2022-06-15
2965,33,2022-02-01
2966,21,2022-03-27
2967,224,2022-01-10
2968,157,2022-02-05
2969,15,2022-06-06
2970,176,2022-04-22
2971,24,2022-03-07
2972,45,2022-02-01
2973,118,2022-11-27
2974,74,2022-01-03
2975,92,2022-05-15
2976,177,2022-09-01
2977,117,2022-10-09
2978,72,2022-09-29
2979,182,2022-10-06
2980,126,2022-03-18
2981,84,2022-07-04
2982,203,2022-03-13
2983,15,2022-05-21
2984,113,2022-07-25
2985,14,2022-02-18
2986,71,2022-10-06
2987,92,2022-03-13
2988,157,2022-07-15
2989,39,2022-09-03
2990,108,2022-01-16
2991,195,2022-09-10
2992,139,2022-10-17
2993,227,2022-05-11
2994,154,2022-01-22
2995,80,2022-03-17
2996,202,2022-11-25
2997,12,2022-03-05
2998,42,2022-06-10
2999,136,2022-06-25
3000,26,2022-10-10
3001,212,2022-06-19
3002,101,2022-03-06
3003,19,2022-08-03
3004,113,2022-11-10
3005,186,2022-06-08
3006,158,2022-04-04
3007,19,2022-10-19
3008,60,2022-11-07
3009,137,2022-12-26
3010,113,2022-08-28
3011,42,2022-10-07
3012,15,2022-06-02
3013,32,2022-06-16
3014,180,2022-02-03
3015,179,2022-12-15
3016,8,2022-06-16
3017,3,2022-08-22
3018,109,2022-09-03
3019,232,2022-04-30
3020,149,2022-12-19
3021,90,2022-04-02
3022,16,2022-10-02
3023,80,2022-06-20
3024,36,2022-03-05
3025,202,2022-07-14
3026,82,2022-02-01
3027,180,2022-06-26
3028,11,2022-09-26
3029,97,2022-10-16
3030,67,2022-09-18
3031,92,2022-08-30
3032,107,2022-10-21
3033,216,2022-12-25
3034,158,2022-08-05
3035,9,2022-07-21
3036,90,2022-12-08
3037,45,2022-06-03
3038,173,2022-04-23
3039,222,2022-12-26
3040,129,2022-11-30
3041,125,2022-02-24
3042,192,2022-09-14
3043,181,2022-12-09
3044,167,2022-03-19
3045,86,2022-03-16
3046,153,2022-02-09
3047,151,2022-09-15
3048,183,2022-10-22
3049,204,2022-05-19
3050,89,2022-12-29
3051,58,2022-08-29
3052,108,2022-12-17
3053,47,2022-04-02
3054,218,2022-07-14
3055,205,2022-11-19
3056,55,2022-04-23
3057,175,2022-09-17
3058,71,2022-06-06
3059,21,2022-11-12
3060,191,2022-03-03
3061,16,2022-04-26
3062,155,2022-08-04
3063,64,2022-12-19
3064,56,2022-07-24
3065,145,2022-09-22
3066,190,2022-05-25
3067,69,2022-03-16
3068,108,2022-09-03
3069,223,2022-05-12
3070,162,2022-03-18
3071,112,2022-04-05
3072,7,2022-06-11
3073,217,2022-08-11
3074,4,2022-03-30
3075,214,2022-03-30
3076,222,2022-12-24
3077,7,2022-11-11
3078,200,2022-06-17
3079,77,2022-10-01
3080,50,2022-12-14
3081,193,2022-11-06
3082,215,2022-05-03
3083,226,2022-12-28
3084,109,2022-08-13
3085,22,2022-11-03
3086,64,2022-10-12
3087,112,2022-06-25
3088,75,2022-06-18
3089,100,2022-03-01
3090,8,2022-01-11
3091,18,2022-10-08
3092,118,2022-06-14
3093,164,2022-09-15
3094,115,2022-10-08
3095,209,2022-04-24
3096,101,2022-03-27
3097,216,2022-07-21
3098,124,2022-07-05
3099,2,2022-05-08
3100,226,2022-07-18
3101,56,2022-05-22
3102,33,2022-09-09
3103,99,2022-04-29
3104,229,2022-01-08
3105,209,2022-01-25
3106,55,2022-05-02
3107,20,2022-08-18
3108,60,2022-01-21
3109,106,2022-01-28
3110,89,2022-04-05
3111,52,2022-12-13
3112,55,2022-02-09
3113,21,2022-04-23
3114,210,2022-04-10
3115,26,2022-10-01
3116,51,2022-10-29
3117,132,2022-02-26
3118,156,2022-04-17
3119,49,2022-05-09
3120,89,2022-11-07
3121,5,2022-03-16
3122,204,2022-05-24
3123,203,2022-07-12
3124,167,2022-08-11
3125,91,2022-12-14
3126,158,2022-03-12
3127,125,2022-10-21
3128,168,2022-12-06
3129,193,2022-03-20
3130,163,2022-01-26
3131,8,2022-05-24
3132,23,2022-04-06
3133,215,2022-11-12
3134,232,2022-08-10
3135,158,2022-09-07
3136,175,2022-05-14
3137,30,2022-03-23
3138,120,2022-11-30
3139,164,2022-11-12
3140,46,2022-11-01
3141,16,2022-08-05
3142,18,2022-02-20
3143,120,2022-03-02
3144,130,2022-04-24
3145,175,2022-11-20
3146,195,2022-01-31
3147,31,2022-01-31
3148,221,2022-10-02
3149,76,2022-03-02
3150,25,2022-08-11
3151,169,2022-10-13
3152,84,2022-03-31
3153,105,2022-05-31
3154,203,2022-09-01
3155,74,2022-06-02
3156,47,2022-05-05
3157,207,2022-03-03
3158,72,2022-11-16
3159,30,2022-06-19
3160,220,2022-02-23
3161,141,2022-03-15
3162,53,2022-03-29
3163,159,2022-12-27
3164,114,2022-08-21
3165,54,2022-03-27
3166,181,2022-04-16
3167,169,2022-01-23
3168,234,2022-09-24
3169,28,2022-08-05
3170,165,2022-03-08
3171,150,2022-09-15
3172,184,2022-11-21
3173,125,2022-06-29
3174,57,2022-07-13
3175,127,2022-10-08
3176,23,2022-02-11
3177,54,2022-07-07
3178,225,2022-08-03
3179,200,2022-05-19
3180,120,2022-05-16
3181,211,2022-07-18
3182,107,2022-10-11
3183,49,2022-01-10
3184,20,2022-06-07
3185,82,2022-10-02
3186,195,2022-03-03
3187,61,2022-01-09
3188,59,2022-06-29
3189,56,2022-04-16
3190,16,2022-02-12
3191,201,2022-05-06
3192,98,2022-02-08
3193,95,2022-12-29
3194,21,2022-05-30
3195,181,2022-06-25
3196,124,2022-09-23
3197,140,2022-06-07
3198,108,2022-09-07
3199,38,2022-02-15
3200,232,2022-07-26
3201,73,2022-11-17
3202,226,2022-10-28
3203,163,2022-09-16
3204,54,2022-12-13
3205,61,2022-10-29
3206,86,2022-05-31
3207,124,2022-03-24
3208,19,2022-02-06
3209,110,2022-02-06
3210,198,2022-06-15
3211,213,2022-06-15
3212,224,2022-05-02
3213,105,2022-03-02
3214,108,2022-11-07
3215,128,2022-08-14
3216,124,2022-07-30
3217,27,2022-09-09
3218,169,2022-07-03
3219,87,2022-12-27
3220,198,2022-06-26
3221,220,2022-06-06
3222,172,2022-06-12
3223,229,2022-06-04
3224,123,2022-11-13
3225,86,2022-12-22
3226,78,2022-01-03
3227,27,2022-06-25
3228,74,2022-11-16
3229,108,2022-03-04
3230,203,2022-06-01
3231,96,2022-06-19
3232,195,2022-11-28
3233,119,2022-07-18
3234,71,2022-02-24
3235,195,2022-07-29
3236,121,2022-05-02
3237,177,2022-10-21
3238,80,2022-03-16
3239,177,2022-04-29
3240,17,2022-11-05
3241,48,2022-10-19
3242,115,2022-04-04
3243,196,2022-12-31
3244,42,2022-05-31
3245,104,2022-01-12
3246,164,2022-06-25
3247,5,2022-09-13
3248,90,2022-02-15
3249,131,2022-09-24
3250,132,2022-01-28
3251,3,2022-06-30
3252,198,2022-01-26
3253,101,2022-05-15
3254,82,2022-11-25
3255,191,2022-09-10
3256,146,2022-06-16
3257,205,2022-12-01
3258,198,2022-11-21
3259,230,2022-09-09
3260,76,2022-12-17
3261,144,2022-06-19
3262,3,2022-11-16
3263,126,2022-10-05
3264,182,2022-12-29
3265,29,2022-02-21
3266,35,2022-05-01
3267,29,2022-01-13
3268,230,2022-03-13
3269,51,2022-12-01
3270,77,2022-10-22
3271,187,2022-08-23
3272,119,2022-05-26
3273,15,2022-07-07
3274,7,2022-02-09
3275,73,2022-04-26
3276,70,2022-02-27
3277,26,2022-04-03
3278,21,2022-08-07
3279,188,2022-03-23
3280,6,2022-11-15
3281,171,2022-01-22
3282,44,2022-09-28
3283,130,2022-11-02
3284,142,2022-04-20
3285,104,2022-03-14
3286,74,2022-12-26
3287,204,2022-03-11
3288,127,2022-12-30
3289,213,2022-05-27
3290,160,2022-10-10
3291,179,2022-06-10
3292,232,2022-11-19
3293,86,2022-07-01
3294,38,2022-03-22
3295,222,2022-06-26
3296,174,2022-01-17
3297,33,2022-04-21
3298,83,2022-06-25
3299,42,2022-03-06
3300,216,2022-06-14
3301,213,2022-09-02
3302,143,2022-10-05
3303,100,2022-04-24
3304,102,2022-03-21
3305,1,2022-12-07
3306,143,2022-02-02
3307,156,2022-01-14
3308,123,2022-06-02
3309,176,2022-12-19
3310,47,2022-08-07
3311,79,2022-09-12
3312,228,2022-11-04
3313,126,2022-01-14
3314,97,2022-10-20
3315,34,2022-04-08
3316,1,2022-04-15
3317,131,2022-11-22
3318,121,2022-03-04
3319,98,2022-12-04
3320,233,2022-08-11
3321,13,2022-06-05
3322,47,2022-09-12
3323,224,2022-06-10
3324,155,2022-09-06
3325,16,2022-06-30
3326,215,2022-01-10
3327,173,2022-05-13
3328,212,2022-02-09
3329,231,2022-12-02
3330,142,2022-12-03
3331,2,2022-09-21
3332,69,2022-09-30
3333,202,2022-10-08
3334,42,2022-08-20
3335,178,2022-08-11
3336,203,2022-08-27
3337,90,2022-03-15
3338,21,2022-02-07
3339,108,2022-07-21
3340,98,2022-04-07
3341,5,2022-12-02
3342,23,2022-06-13
3343,65,2022-10-07
3344,227,2022-12-02
3345,84,2022-01-07
3346,25,2022-06-13
3347,162,2022-10-05
3348,138,2022-04-30
3349,96,2022-03-05
3350,63,2022-03-12
3351,53,2022-02-13
3352,66,2022-02-02
3353,184,2022-11-27
3354,99,2022-01-22
3355,58,2022-09-11
3356,58,2022-03-24
3357,15,2022-09-24
3358,80,2022-04-17
3359,23,2022-09-22
3360,85,2022-12-29
3361,69,2022-07-29
3362,66,2022-04-15
3363,145,2022-03-08
3364,80,2022-07-02
3365,37,2022-12-20
3366,192,2022-11-16
3367,64,2022-05-03
3368,181,2022-02-14
3369,48,2022-03-25
3370,207,2022-11-16
3371,233,2022-10-20
3372,135,2022-01-24
3373,74,2022-08-22
3374,46,2022-08-15
3375,228,2022-07-07
3376,202,2022-08-04
3377,212,2022-02-06
3378,77,2022-03-07
3379,199,2022-12-12
3380,233,2022-10-03
3381,203,2022-11-09
3382,178,2022-07-17
3383,41,2022-01-09
3384,223,2022-02-05
3385,129,2022-07-14
3386,216,2022-11-04
3387,88,2022-10-17
3388,35,2022-01-07
3389,25,2022-12-05
3390,83,2022-01-01
3391,27,2022-04-05
3392,213,2022-03-25
3393,148,2022-11-12
3394,87,2022-03-03
3395,166,2022-01-19
3396,65,2022-10-02
3397,202,2022-08-14
3398,25,2022-03-25
3399,70,2022-01-14
3400,191,2022-03-16
3401,22,2022-03-27
3402,101,2022-04-26
3403,79,2022-09-16
3404,15,2022-01-01
3405,162,2022-06-20
3406,132,2022-04-10
3407,39,2022-10-14
3408,228,2022-04-30
3409,171,2022-06-14
3410,213,2022-05-20
3411,115,2022-01-28
3412,159,2022-03-01
3413,82,2022-06-22
3414,36,2022-10-07
3415,67,2022-05-19
3416,230,2022-05-25
3417,222,2022-03-08
3418,72,2022-05-27
3419,220,2022-11-13
3420,188,2022-02-27
3421,217,2022-01-18
3422,117,2022-03-22
3423,167,2022-01-17
3424,67,2022-06-02
3425,79,2022-04-13
3426,126,2022-02-11
3427,205,2022-05-25
3428,99,2022-04-20
3429,99,2022-02-22
3430,23,2022-01-25
3431,55,2022-02-05
3432,220,2022-01-12
3433,203,2022-01-19
3434,142,2022-08-21
3435,34,2022-12-19
3436,24,2022-09-03
3437,101,2022-11-11
3438,200,2022-12-30
3439,75,2022-04-19
3440,160,2022-03-01
3441,51,2022-08-17
3442,103,2022-02-23
3443,168,2022-03-30
3444,165,2022-07-22
3445,4,2022-02-26
3446,103,2022-06-01
3447,118,2022-06-03
3448,174,2022-12-23
3449,221,2022-05-16
3450,117,2022-01-11
3451,229,2022-01-13
3452,51,2022-08-12
3453,144,2022-05-17
3454,195,2022-08-12
3455,164,2022-05-01
3456,209,2022-07-03
3457,210,2022-12-31
3458,71,2022-11-30
3459,223,2022-11-23
3460,194,2022-12-25
3461,202,2022-06-06
3462,89,2022-10-23
3463,68,2022-03-29
3464,123,2022-11-25
3465,83,2022-03-07
3466,196,2022-11-23
3467,56,2022-12-25
3468,98,2022-11-06
3469,139,2022-04-10
3470,79,2022-07-14
3471,138,2022-04-20
3472,220,2022-07-09
3473,166,2022-05-23
3474,61,2022-03-20
3475,187,2022-05-22
3476,93,2022-04-22
3477,206,2022-09-26
3478,232,2022-03-07
3479,136,2022-07-15
3480,124,2022-07-24
3481,229,2022-11-12
3482,38,2022-08-29
3483,53,2022-09-07
3484,222,2022-04-27
3485,89,2022-11-08
3486,97,2022-02-07
3487,14,2022-09-29
3488,64,2022-01-06
3489,193,2022-01-29
3490,80,2022-02-19
3491,163,2022-03-15
3492,121,2022-07-24
3493,224,2022-07-19
3494,172,2022-05-11
3495,158,2022-03-31
3496,144,2022-05-18
3497,198,2022-07-17
3498,37,2022-04-30
3499,138,2022-06-26
3500,126,2022-05-12
3501,13,2022-11-06
3502,188,2022-09-15
3503,232,2022-07-27
3504,84,2022-11-25
3505,156,2022-07-14
3506,220,2022-10-12
3507,198,2022-06-29
3508,148,2022-06-04
3509,201,2022-07-12
3510,67,2022-06-07
3511,17,2022-05-23
3512,19,2022-04-23
3513,171,2022-10-11
3514,169,2022-01-12
3515,222,2022-06-03
3516,74,2022-09-22
3517,208,2022-08-27
3518,136,2022-04-14
3519,180,2022-06-07
3520,39,2022-01-07
3521,2,2022-04-03
3522,75,2022-07-17
3523,198,2022-12-28
3524,65,2022-06-23
